pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,offset1_wn16,offset2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,wn_domain_feature
v,fix.v.8,fix.v.6,fixate.v.1,fix.v.6,00339066-v,01131797-v,"make fixed, stable or stationary","make fixed, stable or stationary",set or place definitely,set or place definitely,1.0
v,fix.v.8,fix.v.4,fixate.v.1,cook.v.2,00339066-v,01142893-v,"make fixed, stable or stationary","make fixed, stable or stationary",prepare for eating by applying heat,prepare for eating by applying heat,1.0
v,fix.v.8,fix.v.7,fixate.v.1,fix.v.7,00339066-v,00282800-v,"make fixed, stable or stationary","make fixed, stable or stationary","kill, preserve, and harden (tissue) in order to prepare for microscopic study","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.8,fix.v.11,fixate.v.1,,00339066-v,00282800-v,"make fixed, stable or stationary","make fixed, stable or stationary","make ready or suitable or equip in advance for a particular purpose or for some use, event, etc","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.10,fix.v.3,situate.v.2,,01085355-v,00641405-v,put (something somewhere) firmly,place firmly,decide upon or fix definitely,"decide upon, as of variables in math",1.0
v,fix.v.10,fix.v.6,situate.v.2,fix.v.6,01085355-v,01131797-v,put (something somewhere) firmly,place firmly,set or place definitely,set or place definitely,1.0
v,fix.v.10,fix.v.4,situate.v.2,cook.v.2,01085355-v,01142893-v,put (something somewhere) firmly,place firmly,prepare for eating by applying heat,prepare for eating by applying heat,1.0
v,fix.v.10,fix.v.7,situate.v.2,fix.v.7,01085355-v,00282800-v,put (something somewhere) firmly,place firmly,"kill, preserve, and harden (tissue) in order to prepare for microscopic study","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.10,fix.v.11,situate.v.2,,01085355-v,00282800-v,put (something somewhere) firmly,place firmly,"make ready or suitable or equip in advance for a particular purpose or for some use, event, etc","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.3,fix.v.6,,fix.v.6,00641405-v,01131797-v,decide upon or fix definitely,"decide upon, as of variables in math",set or place definitely,set or place definitely,1.0
v,fix.v.3,fix.v.4,,cook.v.2,00641405-v,01142893-v,decide upon or fix definitely,"decide upon, as of variables in math",prepare for eating by applying heat,prepare for eating by applying heat,1.0
v,fix.v.3,fix.v.7,,fix.v.7,00641405-v,00282800-v,decide upon or fix definitely,"decide upon, as of variables in math","kill, preserve, and harden (tissue) in order to prepare for microscopic study","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.3,fix.v.11,,,00641405-v,00282800-v,decide upon or fix definitely,"decide upon, as of variables in math","make ready or suitable or equip in advance for a particular purpose or for some use, event, etc","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.6,fix.v.4,fix.v.6,cook.v.2,01131797-v,01142893-v,set or place definitely,set or place definitely,prepare for eating by applying heat,prepare for eating by applying heat,1.0
v,fix.v.6,fix.v.7,fix.v.6,fix.v.7,01131797-v,00282800-v,set or place definitely,set or place definitely,"kill, preserve, and harden (tissue) in order to prepare for microscopic study","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.6,fix.v.11,fix.v.6,,01131797-v,00282800-v,set or place definitely,set or place definitely,"make ready or suitable or equip in advance for a particular purpose or for some use, event, etc","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.4,fix.v.7,cook.v.2,fix.v.7,01142893-v,00282800-v,prepare for eating by applying heat,prepare for eating by applying heat,"kill, preserve, and harden (tissue) in order to prepare for microscopic study","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.4,fix.v.11,cook.v.2,,01142893-v,00282800-v,prepare for eating by applying heat,prepare for eating by applying heat,"make ready or suitable or equip in advance for a particular purpose or for some use, event, etc","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,fix.v.7,fix.v.11,fix.v.7,,00282800-v,00282800-v,"kill, preserve, and harden (tissue) in order to prepare for microscopic study","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology","make ready or suitable or equip in advance for a particular purpose or for some use, event, etc","kill, preserve, and harden (tissue) in order to prepare for microscopic study; in cytology",1.0
v,surge.v.2,surge.v.4,soar.v.1,scend.v.1,01324522-v,01286870-v,rise rapidly,"rise rapidly, as of a current or voltage",rise or heave upward under the influence of a natural force such as a wave,"rise or heave upward under the influence of a natural force, as on a wave",1.0
v,surge.v.2,surge.v.1,soar.v.1,billow.v.3,01324522-v,01394586-v,rise rapidly,"rise rapidly, as of a current or voltage","rise and move, as in waves or billows","rise and move, as in waves or billows",1.0
v,surge.v.2,surge.v.3,soar.v.1,tide.v.1,01324522-v,01298915-v,rise rapidly,"rise rapidly, as of a current or voltage",rise or move forward,rise in waves,1.0
v,surge.v.2,surge.v.5,soar.v.1,,01324522-v,01298915-v,rise rapidly,"rise rapidly, as of a current or voltage",see one's performance improve,rise in waves,1.0
v,surge.v.4,surge.v.1,scend.v.1,billow.v.3,01286870-v,01394586-v,rise or heave upward under the influence of a natural force such as a wave,"rise or heave upward under the influence of a natural force, as on a wave","rise and move, as in waves or billows","rise and move, as in waves or billows",1.0
v,surge.v.4,surge.v.3,scend.v.1,tide.v.1,01286870-v,01298915-v,rise or heave upward under the influence of a natural force such as a wave,"rise or heave upward under the influence of a natural force, as on a wave",rise or move forward,rise in waves,1.0
v,surge.v.4,surge.v.5,scend.v.1,,01286870-v,01298915-v,rise or heave upward under the influence of a natural force such as a wave,"rise or heave upward under the influence of a natural force, as on a wave",see one's performance improve,rise in waves,1.0
v,surge.v.1,surge.v.3,billow.v.3,tide.v.1,01394586-v,01298915-v,"rise and move, as in waves or billows","rise and move, as in waves or billows",rise or move forward,rise in waves,1.0
v,surge.v.1,surge.v.5,billow.v.3,,01394586-v,01298915-v,"rise and move, as in waves or billows","rise and move, as in waves or billows",see one's performance improve,rise in waves,1.0
v,surge.v.3,surge.v.5,tide.v.1,,01298915-v,01298915-v,rise or move forward,rise in waves,see one's performance improve,rise in waves,1.0
n,turf.n.1,turf.n.2,turf.n.1,turf.n.2,06784465-n,06396286-n,surface layer of ground containing a mat of grass and grass roots,surface layer of ground containing a matt of grass and grass roots,the territory claimed by a juvenile gang as its own,the territory claimed by a juvenile gang as its own,1.0
n,turf.n.1,turf.n.3,turf.n.1,turf.n.3,06784465-n,06335076-n,surface layer of ground containing a mat of grass and grass roots,surface layer of ground containing a matt of grass and grass roots,range of jurisdiction or influence,(informal) range of jurisdiction or influence:,1.0
n,turf.n.2,turf.n.3,turf.n.2,turf.n.3,06396286-n,06335076-n,the territory claimed by a juvenile gang as its own,the territory claimed by a juvenile gang as its own,range of jurisdiction or influence,(informal) range of jurisdiction or influence:,1.0
n,volatility.n.2,volatility.n.1,volatility.n.1,,03813013-n,06335076-n,the trait of being unpredictably irresolute,the trait of being unpredictably irresolute,the property of changing readily from a solid or liquid to a vapor,(informal) range of jurisdiction or influence:,1.0
n,volatility.n.2,volatility.n.3,volatility.n.1,excitability.n.2,03813013-n,03651557-n,the trait of being unpredictably irresolute,the trait of being unpredictably irresolute,being easily excited,being easily excited,1.0
n,volatility.n.1,volatility.n.3,,excitability.n.2,03813013-n,03651557-n,the property of changing readily from a solid or liquid to a vapor,the trait of being unpredictably irresolute,being easily excited,being easily excited,1.0
v,feel.v.2,feel.v.1,find.v.5,feel.v.1,00483900-v,01209074-v,"come to believe on the basis of emotion, intuitions, or indefinite grounds","come to believe on the basis of emotion, intuitions, or indefinite grounds:",undergo an emotional sensation,undergo an emotional sensation,1.0
v,feel.v.2,feel.v.3,find.v.5,feel.v.3,00483900-v,01441871-v,"come to believe on the basis of emotion, intuitions, or indefinite grounds","come to believe on the basis of emotion, intuitions, or indefinite grounds:","perceive by a physical sensation, e.g., coming from the skin or muscles","perceive by a physical sensation, e.g., coming from the skin or muscles",1.0
v,feel.v.2,feel.v.4,find.v.5,feel.v.4,00483900-v,00071939-v,"come to believe on the basis of emotion, intuitions, or indefinite grounds","come to believe on the basis of emotion, intuitions, or indefinite grounds:",seem with respect to a given sensation given,"seem with respect to the sensation given; of physical states, indicating as health, etc.:",1.0
v,feel.v.2,feel.v.5,find.v.5,feel.v.5,00483900-v,00466561-v,"come to believe on the basis of emotion, intuitions, or indefinite grounds","come to believe on the basis of emotion, intuitions, or indefinite grounds:",have a feeling or perception about oneself in reaction to someone's behavior or attitude,have a feeling or perception about oneself in reaction to someone's behavior or attitude,1.0
v,feel.v.2,feel.v.6,find.v.5,feel.v.6,00483900-v,01444868-v,"come to believe on the basis of emotion, intuitions, or indefinite grounds","come to believe on the basis of emotion, intuitions, or indefinite grounds:",undergo passive experience of:,undergo passive experience of:,1.0
