pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,sense1_topic,sense2_topic,topic_similarity
n,duct.n.1,duct.n.2,duct.n.1,duct.n.2,a bodily passage or tube lined with epithelial cells and conveying a secretion or other substance,a bodily passage or tube conveying a secretion or other substance,a continuous tube formed by a row of elongated cells lacking intervening end walls,a continuous tube formed by a row of elongated cells lacking intervening end walls,tf_idfBNC_filt.duct.n.1.txt,tf_idfBNC_filt.duct.n.2.txt,0.7673372953087872
n,responsibility.n.3,responsibility.n.1,responsibility.n.3,duty.n.2,a form of trustworthiness; the trait of being answerable to someone for something or being responsible for one's conduct,ability or necessity to answer for or be responsible for one's conduct,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,the social force that binds you to your obligations and the courses of action demanded by that force: ; - John D.Rockefeller Jr,tf_idfBNC_filt.responsibility.n.3.txt,tf_idfBNC_filt.duty.n.2.txt,0.9241204717820837
n,responsibility.n.3,responsibility.n.2,responsibility.n.3,province.n.2,a form of trustworthiness; the trait of being answerable to someone for something or being responsible for one's conduct,ability or necessity to answer for or be responsible for one's conduct,the proper sphere or extent of your activities,the proper sphere or extent of your activities,tf_idfBNC_filt.responsibility.n.3.txt,tf_idfBNC_filt.province.n.2.txt,0.5736654787339925
n,responsibility.n.1,responsibility.n.2,duty.n.2,province.n.2,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,the social force that binds you to your obligations and the courses of action demanded by that force: ; - John D.Rockefeller Jr,the proper sphere or extent of your activities,the proper sphere or extent of your activities,tf_idfBNC_filt.duty.n.2.txt,tf_idfBNC_filt.province.n.2.txt,0.6682357855610934
n,nucleus.n.2,nucleus.n.3,nucleus.n.2,core.n.1,the positively charged dense center of an atom,the positively charged dense center of an atom,a small group of indispensable persons or things,a small group of indispensable persons or things,tf_idfBNC_filt.nucleus.n.2.txt,tf_idfBNC_filt.core.n.1.txt,0.5695117044490101
n,nucleus.n.2,nucleus.n.4,nucleus.n.2,nucleus.n.4,the positively charged dense center of an atom,the positively charged dense center of an atom,(astronomy) the center of the head of a comet; consists of small solid particles of ice and frozen gas that vaporizes on approaching the sun to form the coma and tail,(astronomy) the center of the head of a comet; consists of small solid particles of ice and frozen gas that vaporizes on approaching the sun to form the coma and tail,tf_idfBNC_filt.nucleus.n.2.txt,tf_idfBNC_filt.nucleus.n.4.txt,0.9999941706547814
n,nucleus.n.3,nucleus.n.4,core.n.1,nucleus.n.4,a small group of indispensable persons or things,a small group of indispensable persons or things,(astronomy) the center of the head of a comet; consists of small solid particles of ice and frozen gas that vaporizes on approaching the sun to form the coma and tail,(astronomy) the center of the head of a comet; consists of small solid particles of ice and frozen gas that vaporizes on approaching the sun to form the coma and tail,tf_idfBNC_filt.core.n.1.txt,tf_idfBNC_filt.nucleus.n.4.txt,0.5686356320056618
n,extent.n.2,extent.n.1,extent.n.2,extent.n.1,the distance or area or volume over which something extends,the distance over which something extends,the point or degree to which something extends,the point or degree to which something extends,tf_idfBNC_filt.extent.n.2.txt,tf_idfBNC_filt.extent.n.1.txt,0.8389141549690118
n,floor.n.2,floor.n.3,floor.n.2,floor.n.3,a structure consisting of a room or set of rooms at a single position along a vertical scale,a room or set of rooms comprising a single level of a multi-level building,a lower limit,a lower limit:,tf_idfBNC_filt.floor.n.2.txt,tf_idfBNC_filt.floor.n.3.txt,0.7470585509367447
n,floor.n.2,floor.n.6,floor.n.2,floor.n.6,a structure consisting of a room or set of rooms at a single position along a vertical scale,a room or set of rooms comprising a single level of a multi-level building,the occupants of a floor,the occupants of a floor,tf_idfBNC_filt.floor.n.2.txt,tf_idfBNC_filt.floor.n.6.txt,0.8997273635228205
n,floor.n.2,floor.n.7,floor.n.2,floor.n.7,a structure consisting of a room or set of rooms at a single position along a vertical scale,a room or set of rooms comprising a single level of a multi-level building,the parliamentary right to address an assembly,the parliamentary right to address an assembly,tf_idfBNC_filt.floor.n.2.txt,tf_idfBNC_filt.floor.n.7.txt,0.8866056277700333
n,floor.n.2,floor.n.8,floor.n.2,floor.n.8,a structure consisting of a room or set of rooms at a single position along a vertical scale,a room or set of rooms comprising a single level of a multi-level building,the legislative hall where members debate and vote and conduct other business,the legislative hall where members debate and vote and conduct other business,tf_idfBNC_filt.floor.n.2.txt,tf_idfBNC_filt.floor.n.8.txt,0.7035719807299667
n,floor.n.2,floor.n.1,floor.n.2,floor.n.1,a structure consisting of a room or set of rooms at a single position along a vertical scale,a room or set of rooms comprising a single level of a multi-level building,the inside lower horizontal surface (as of a room or hallway),the inside lower horizontal surface (as of a room or hallway),tf_idfBNC_filt.floor.n.2.txt,tf_idfBNC_filt.floor.n.1.txt,0.8877307308923051
n,floor.n.2,floor.n.4,floor.n.2,floor.n.4,a structure consisting of a room or set of rooms at a single position along a vertical scale,a room or set of rooms comprising a single level of a multi-level building,the ground on which people and animals move about,the ground on which people and animals move about,tf_idfBNC_filt.floor.n.2.txt,tf_idfBNC_filt.floor.n.4.txt,0.9752819880419912
n,floor.n.2,floor.n.5,floor.n.2,floor.n.5,a structure consisting of a room or set of rooms at a single position along a vertical scale,a room or set of rooms comprising a single level of a multi-level building,the bottom surface of any a cave or lake etc.,the bottom surface of any a cave or lake etc.,tf_idfBNC_filt.floor.n.2.txt,tf_idfBNC_filt.floor.n.5.txt,0.7650015341774531
n,floor.n.3,floor.n.6,floor.n.3,floor.n.6,a lower limit,a lower limit:,the occupants of a floor,the occupants of a floor,tf_idfBNC_filt.floor.n.3.txt,tf_idfBNC_filt.floor.n.6.txt,0.8528106628597658
n,floor.n.3,floor.n.7,floor.n.3,floor.n.7,a lower limit,a lower limit:,the parliamentary right to address an assembly,the parliamentary right to address an assembly,tf_idfBNC_filt.floor.n.3.txt,tf_idfBNC_filt.floor.n.7.txt,0.9307323108087127
n,floor.n.3,floor.n.8,floor.n.3,floor.n.8,a lower limit,a lower limit:,the legislative hall where members debate and vote and conduct other business,the legislative hall where members debate and vote and conduct other business,tf_idfBNC_filt.floor.n.3.txt,tf_idfBNC_filt.floor.n.8.txt,0.9287965221794623
n,floor.n.3,floor.n.1,floor.n.3,floor.n.1,a lower limit,a lower limit:,the inside lower horizontal surface (as of a room or hallway),the inside lower horizontal surface (as of a room or hallway),tf_idfBNC_filt.floor.n.3.txt,tf_idfBNC_filt.floor.n.1.txt,0.9097991765526876
n,floor.n.3,floor.n.4,floor.n.3,floor.n.4,a lower limit,a lower limit:,the ground on which people and animals move about,the ground on which people and animals move about,tf_idfBNC_filt.floor.n.3.txt,tf_idfBNC_filt.floor.n.4.txt,0.8436651394269166
n,floor.n.3,floor.n.5,floor.n.3,floor.n.5,a lower limit,a lower limit:,the bottom surface of any a cave or lake etc.,the bottom surface of any a cave or lake etc.,tf_idfBNC_filt.floor.n.3.txt,tf_idfBNC_filt.floor.n.5.txt,0.9419629757122108
n,floor.n.6,floor.n.7,floor.n.6,floor.n.7,the occupants of a floor,the occupants of a floor,the parliamentary right to address an assembly,the parliamentary right to address an assembly,tf_idfBNC_filt.floor.n.6.txt,tf_idfBNC_filt.floor.n.7.txt,0.9711982400845561
n,floor.n.6,floor.n.8,floor.n.6,floor.n.8,the occupants of a floor,the occupants of a floor,the legislative hall where members debate and vote and conduct other business,the legislative hall where members debate and vote and conduct other business,tf_idfBNC_filt.floor.n.6.txt,tf_idfBNC_filt.floor.n.8.txt,0.8629113030933834
n,floor.n.6,floor.n.1,floor.n.6,floor.n.1,the occupants of a floor,the occupants of a floor,the inside lower horizontal surface (as of a room or hallway),the inside lower horizontal surface (as of a room or hallway),tf_idfBNC_filt.floor.n.6.txt,tf_idfBNC_filt.floor.n.1.txt,0.9882958901346766
n,floor.n.6,floor.n.4,floor.n.6,floor.n.4,the occupants of a floor,the occupants of a floor,the ground on which people and animals move about,the ground on which people and animals move about,tf_idfBNC_filt.floor.n.6.txt,tf_idfBNC_filt.floor.n.4.txt,0.9063988169105496
n,floor.n.6,floor.n.5,floor.n.6,floor.n.5,the occupants of a floor,the occupants of a floor,the bottom surface of any a cave or lake etc.,the bottom surface of any a cave or lake etc.,tf_idfBNC_filt.floor.n.6.txt,tf_idfBNC_filt.floor.n.5.txt,0.8511556736668935
n,floor.n.7,floor.n.8,floor.n.7,floor.n.8,the parliamentary right to address an assembly,the parliamentary right to address an assembly,the legislative hall where members debate and vote and conduct other business,the legislative hall where members debate and vote and conduct other business,tf_idfBNC_filt.floor.n.7.txt,tf_idfBNC_filt.floor.n.8.txt,0.9197165102571438
n,floor.n.7,floor.n.1,floor.n.7,floor.n.1,the parliamentary right to address an assembly,the parliamentary right to address an assembly,the inside lower horizontal surface (as of a room or hallway),the inside lower horizontal surface (as of a room or hallway),tf_idfBNC_filt.floor.n.7.txt,tf_idfBNC_filt.floor.n.1.txt,0.9779375862931108
n,floor.n.7,floor.n.4,floor.n.7,floor.n.4,the parliamentary right to address an assembly,the parliamentary right to address an assembly,the ground on which people and animals move about,the ground on which people and animals move about,tf_idfBNC_filt.floor.n.7.txt,tf_idfBNC_filt.floor.n.4.txt,0.9177713966677625
n,floor.n.7,floor.n.5,floor.n.7,floor.n.5,the parliamentary right to address an assembly,the parliamentary right to address an assembly,the bottom surface of any a cave or lake etc.,the bottom surface of any a cave or lake etc.,tf_idfBNC_filt.floor.n.7.txt,tf_idfBNC_filt.floor.n.5.txt,0.9216946524008567
n,floor.n.8,floor.n.1,floor.n.8,floor.n.1,the legislative hall where members debate and vote and conduct other business,the legislative hall where members debate and vote and conduct other business,the inside lower horizontal surface (as of a room or hallway),the inside lower horizontal surface (as of a room or hallway),tf_idfBNC_filt.floor.n.8.txt,tf_idfBNC_filt.floor.n.1.txt,0.8881241590615465
n,floor.n.8,floor.n.4,floor.n.8,floor.n.4,the legislative hall where members debate and vote and conduct other business,the legislative hall where members debate and vote and conduct other business,the ground on which people and animals move about,the ground on which people and animals move about,tf_idfBNC_filt.floor.n.8.txt,tf_idfBNC_filt.floor.n.4.txt,0.7669194963560018
n,floor.n.8,floor.n.5,floor.n.8,floor.n.5,the legislative hall where members debate and vote and conduct other business,the legislative hall where members debate and vote and conduct other business,the bottom surface of any a cave or lake etc.,the bottom surface of any a cave or lake etc.,tf_idfBNC_filt.floor.n.8.txt,tf_idfBNC_filt.floor.n.5.txt,0.9826697379821094
n,floor.n.1,floor.n.4,floor.n.1,floor.n.4,the inside lower horizontal surface (as of a room or hallway),the inside lower horizontal surface (as of a room or hallway),the ground on which people and animals move about,the ground on which people and animals move about,tf_idfBNC_filt.floor.n.1.txt,tf_idfBNC_filt.floor.n.4.txt,0.9157334678746818
n,floor.n.1,floor.n.5,floor.n.1,floor.n.5,the inside lower horizontal surface (as of a room or hallway),the inside lower horizontal surface (as of a room or hallway),the bottom surface of any a cave or lake etc.,the bottom surface of any a cave or lake etc.,tf_idfBNC_filt.floor.n.1.txt,tf_idfBNC_filt.floor.n.5.txt,0.8859087689228802
n,floor.n.4,floor.n.5,floor.n.4,floor.n.5,the ground on which people and animals move about,the ground on which people and animals move about,the bottom surface of any a cave or lake etc.,the bottom surface of any a cave or lake etc.,tf_idfBNC_filt.floor.n.4.txt,tf_idfBNC_filt.floor.n.5.txt,0.8262384243352157
n,pillar.n.3,pillar.n.2,pillar.n.3,column.n.4,a prominent supporter,a prominent supporter,anything tall and relatively thin that approximates the shape of a column or tower,anything tall and thin approximating the shape of a column or tower,tf_idfBNC_filt.pillar.n.3.txt,tf_idfBNC_filt.column.n.4.txt,0.6699165187979577
n,pillar.n.3,pillar.n.4,pillar.n.3,column.n.6,a prominent supporter,a prominent supporter,a vertical cylindrical structure standing alone and not supporting anything (such as a monument),a vertical structure standing alone and not supporting anything (as a monument or a column of air),tf_idfBNC_filt.pillar.n.3.txt,tf_idfBNC_filt.column.n.6.txt,0.9097703802010852
n,pillar.n.3,pillar.n.5,pillar.n.3,column.n.7,a prominent supporter,a prominent supporter,(architeture) a tall cylindrical vertical upright and used to support a structure,a tall cylindrical vertical upright,tf_idfBNC_filt.pillar.n.3.txt,tf_idfBNC_filt.column.n.7.txt,0.773325188762738
n,pillar.n.2,pillar.n.4,column.n.4,column.n.6,anything tall and relatively thin that approximates the shape of a column or tower,anything tall and thin approximating the shape of a column or tower,a vertical cylindrical structure standing alone and not supporting anything (such as a monument),a vertical structure standing alone and not supporting anything (as a monument or a column of air),tf_idfBNC_filt.column.n.4.txt,tf_idfBNC_filt.column.n.6.txt,0.8121466596228545
