Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,play%2:36:12::,play.v.03,play.v.16,play%2:29:00::,play#v#03,play#v#16,01709834-v,00013348-v,,play on an instrument,,engage in an activity as if it were a game rather than take it seriously,not-merged,play#v#03-play#v#16
v,play%2:36:12::,play.v.03,play.v.20,play%2:34:13::,play#v#03,play#v#20,01709834-v,01152231-v,,play on an instrument,,use to one's advantage,not-merged,play#v#03-play#v#20
v,play%2:36:12::,play.v.03,play.v.29,play%2:33:07::,play#v#03,play#v#29,01709834-v,01145133-v,,play on an instrument,,make bets,not-merged,play#v#03-play#v#29
v,play%2:36:12::,play.v.03,play.v.17,play%2:41:02::,play#v#03,play#v#17,01709834-v,02573021-v,,play on an instrument,,behave in a certain way,not-merged,play#v#03-play#v#17
v,play%2:36:12::,play.v.03,play.v.28,play%2:35:07::,play#v#03,play#v#28,01709834-v,01365050-v,,play on an instrument,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#03-play#v#28
v,play%2:36:12::,play.v.03,play.v.07,play%2:36:01::,play#v#03,play#v#07,01709834-v,01710937-v,,play on an instrument,,perform music on (a musical instrument),not-merged,play#v#03-play#v#07
v,play%2:41:12::,play.v.02,play.v.31,play%2:33:09::,play#v#02,play#v#31,02347932-v,01069974-v,,act or have an effect in a specified way or with a specific effect or outcome,,shoot or hit in a particular manner,not-merged,play#v#02-play#v#31
v,play%2:41:12::,play.v.02,play.v.15,play%2:33:03::,play#v#02,play#v#15,02347932-v,01138514-v,,act or have an effect in a specified way or with a specific effect or outcome,,"put (a card or piece) into play during a game, or act strategically as if in a card game",not-merged,play#v#02-play#v#15
v,play%2:41:12::,play.v.02,play.v.01,play%2:33:00::,play#v#02,play#v#01,02347932-v,01062243-v,,act or have an effect in a specified way or with a specific effect or outcome,,participate in games or sport,not-merged,play#v#02-play#v#01
v,play%2:41:12::,play.v.02,play.v.06,play%2:36:00::,play#v#02,play#v#06,02347932-v,01709242-v,,act or have an effect in a specified way or with a specific effect or outcome,,replay (as a melody),not-merged,play#v#02-play#v#06
v,play%2:41:12::,play.v.02,play.v.16,play%2:29:00::,play#v#02,play#v#16,02347932-v,00013348-v,,act or have an effect in a specified way or with a specific effect or outcome,,engage in an activity as if it were a game rather than take it seriously,not-merged,play#v#02-play#v#16
v,play%2:41:12::,play.v.02,play.v.20,play%2:34:13::,play#v#02,play#v#20,02347932-v,01152231-v,,act or have an effect in a specified way or with a specific effect or outcome,,use to one's advantage,not-merged,play#v#02-play#v#20
v,play%2:41:12::,play.v.02,play.v.29,play%2:33:07::,play#v#02,play#v#29,02347932-v,01145133-v,,act or have an effect in a specified way or with a specific effect or outcome,,make bets,not-merged,play#v#02-play#v#29
v,play%2:41:12::,play.v.02,play.v.17,play%2:41:02::,play#v#02,play#v#17,02347932-v,02573021-v,,act or have an effect in a specified way or with a specific effect or outcome,,behave in a certain way,not-merged,play#v#02-play#v#17
v,play%2:41:12::,play.v.02,play.v.28,play%2:35:07::,play#v#02,play#v#28,02347932-v,01365050-v,,act or have an effect in a specified way or with a specific effect or outcome,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#02-play#v#28
v,play%2:41:12::,play.v.02,play.v.07,play%2:36:01::,play#v#02,play#v#07,02347932-v,01710937-v,,act or have an effect in a specified way or with a specific effect or outcome,,perform music on (a musical instrument),not-merged,play#v#02-play#v#07
v,play%2:33:09::,play.v.31,play.v.15,play%2:33:03::,play#v#31,play#v#15,01069974-v,01138514-v,,shoot or hit in a particular manner,,"put (a card or piece) into play during a game, or act strategically as if in a card game",not-merged,play#v#31-play#v#15
v,play%2:33:09::,play.v.31,play.v.01,play%2:33:00::,play#v#31,play#v#01,01069974-v,01062243-v,,shoot or hit in a particular manner,,participate in games or sport,not-merged,play#v#31-play#v#01
v,play%2:33:09::,play.v.31,play.v.06,play%2:36:00::,play#v#31,play#v#06,01069974-v,01709242-v,,shoot or hit in a particular manner,,replay (as a melody),not-merged,play#v#31-play#v#06
v,play%2:33:09::,play.v.31,play.v.28,play%2:35:07::,play#v#31,play#v#28,01069974-v,01365050-v,,shoot or hit in a particular manner,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#31-play#v#28
v,play%2:33:09::,play.v.31,play.v.07,play%2:36:01::,play#v#31,play#v#07,01069974-v,01710937-v,,shoot or hit in a particular manner,,perform music on (a musical instrument),not-merged,play#v#31-play#v#07
v,play%2:33:03::,play.v.15,play.v.01,play%2:33:00::,play#v#15,play#v#01,01138514-v,01062243-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,participate in games or sport,not-merged,play#v#15-play#v#01
v,play%2:33:03::,play.v.15,play.v.06,play%2:36:00::,play#v#15,play#v#06,01138514-v,01709242-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,replay (as a melody),not-merged,play#v#15-play#v#06
v,play%2:33:03::,play.v.15,play.v.28,play%2:35:07::,play#v#15,play#v#28,01138514-v,01365050-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#15-play#v#28
v,play%2:33:03::,play.v.15,play.v.07,play%2:36:01::,play#v#15,play#v#07,01138514-v,01710937-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,perform music on (a musical instrument),not-merged,play#v#15-play#v#07
v,play%2:33:00::,play.v.01,play.v.06,play%2:36:00::,play#v#01,play#v#06,01062243-v,01709242-v,,participate in games or sport,,replay (as a melody),not-merged,play#v#01-play#v#06
v,play%2:33:00::,play.v.01,play.v.16,play%2:29:00::,play#v#01,play#v#16,01062243-v,00013348-v,,participate in games or sport,,engage in an activity as if it were a game rather than take it seriously,not-merged,play#v#01-play#v#16
v,play%2:33:00::,play.v.01,play.v.20,play%2:34:13::,play#v#01,play#v#20,01062243-v,01152231-v,,participate in games or sport,,use to one's advantage,not-merged,play#v#01-play#v#20
v,play%2:33:00::,play.v.01,play.v.29,play%2:33:07::,play#v#01,play#v#29,01062243-v,01145133-v,,participate in games or sport,,make bets,not-merged,play#v#01-play#v#29
v,play%2:33:00::,play.v.01,play.v.17,play%2:41:02::,play#v#01,play#v#17,01062243-v,02573021-v,,participate in games or sport,,behave in a certain way,not-merged,play#v#01-play#v#17
v,play%2:33:00::,play.v.01,play.v.28,play%2:35:07::,play#v#01,play#v#28,01062243-v,01365050-v,,participate in games or sport,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#01-play#v#28
v,play%2:33:00::,play.v.01,play.v.07,play%2:36:01::,play#v#01,play#v#07,01062243-v,01710937-v,,participate in games or sport,,perform music on (a musical instrument),not-merged,play#v#01-play#v#07
v,play%2:36:00::,play.v.06,play.v.16,play%2:29:00::,play#v#06,play#v#16,01709242-v,00013348-v,,replay (as a melody),,engage in an activity as if it were a game rather than take it seriously,not-merged,play#v#06-play#v#16
v,play%2:36:00::,play.v.06,play.v.20,play%2:34:13::,play#v#06,play#v#20,01709242-v,01152231-v,,replay (as a melody),,use to one's advantage,not-merged,play#v#06-play#v#20
v,play%2:36:00::,play.v.06,play.v.29,play%2:33:07::,play#v#06,play#v#29,01709242-v,01145133-v,,replay (as a melody),,make bets,not-merged,play#v#06-play#v#29
v,play%2:36:00::,play.v.06,play.v.17,play%2:41:02::,play#v#06,play#v#17,01709242-v,02573021-v,,replay (as a melody),,behave in a certain way,not-merged,play#v#06-play#v#17
v,play%2:36:00::,play.v.06,play.v.28,play%2:35:07::,play#v#06,play#v#28,01709242-v,01365050-v,,replay (as a melody),,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#06-play#v#28
v,play%2:36:00::,play.v.06,play.v.07,play%2:36:01::,play#v#06,play#v#07,01709242-v,01710937-v,,replay (as a melody),,perform music on (a musical instrument),not-merged,play#v#06-play#v#07
v,play%2:29:00::,play.v.16,play.v.29,play%2:33:07::,play#v#16,play#v#29,00013348-v,01145133-v,,engage in an activity as if it were a game rather than take it seriously,,make bets,not-merged,play#v#16-play#v#29
v,play%2:29:00::,play.v.16,play.v.17,play%2:41:02::,play#v#16,play#v#17,00013348-v,02573021-v,,engage in an activity as if it were a game rather than take it seriously,,behave in a certain way,not-merged,play#v#16-play#v#17
v,play%2:29:00::,play.v.16,play.v.28,play%2:35:07::,play#v#16,play#v#28,00013348-v,01365050-v,,engage in an activity as if it were a game rather than take it seriously,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#16-play#v#28
v,play%2:29:00::,play.v.16,play.v.07,play%2:36:01::,play#v#16,play#v#07,00013348-v,01710937-v,,engage in an activity as if it were a game rather than take it seriously,,perform music on (a musical instrument),not-merged,play#v#16-play#v#07
v,play%2:34:13::,play.v.20,play.v.29,play%2:33:07::,play#v#20,play#v#29,01152231-v,01145133-v,,use to one's advantage,,make bets,not-merged,play#v#20-play#v#29
v,play%2:34:13::,play.v.20,play.v.17,play%2:41:02::,play#v#20,play#v#17,01152231-v,02573021-v,,use to one's advantage,,behave in a certain way,not-merged,play#v#20-play#v#17
v,play%2:34:13::,play.v.20,play.v.28,play%2:35:07::,play#v#20,play#v#28,01152231-v,01365050-v,,use to one's advantage,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#20-play#v#28
v,play%2:34:13::,play.v.20,play.v.07,play%2:36:01::,play#v#20,play#v#07,01152231-v,01710937-v,,use to one's advantage,,perform music on (a musical instrument),not-merged,play#v#20-play#v#07
v,play%2:33:07::,play.v.29,play.v.17,play%2:41:02::,play#v#29,play#v#17,01145133-v,02573021-v,,make bets,,behave in a certain way,not-merged,play#v#29-play#v#17
v,play%2:33:07::,play.v.29,play.v.28,play%2:35:07::,play#v#29,play#v#28,01145133-v,01365050-v,,make bets,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#29-play#v#28
v,play%2:33:07::,play.v.29,play.v.07,play%2:36:01::,play#v#29,play#v#07,01145133-v,01710937-v,,make bets,,perform music on (a musical instrument),not-merged,play#v#29-play#v#07
v,play%2:41:02::,play.v.17,play.v.28,play%2:35:07::,play#v#17,play#v#28,02573021-v,01365050-v,,behave in a certain way,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#17-play#v#28
v,play%2:41:02::,play.v.17,play.v.07,play%2:36:01::,play#v#17,play#v#07,02573021-v,01710937-v,,behave in a certain way,,perform music on (a musical instrument),not-merged,play#v#17-play#v#07
v,play%2:35:07::,play.v.28,play.v.07,play%2:36:01::,play#v#28,play#v#07,01365050-v,01710937-v,,discharge or direct or be discharged or directed as if in a continuous stream,,perform music on (a musical instrument),not-merged,play#v#28-play#v#07
v,pull%2:35:00::,pull.v.01,pull.v.03,pull%2:38:01::,pull#v#01,pull#v#03,01435411-v,02039180-v,,cause to move by pulling,,move into a certain direction,not-merged,pull#v#01-pull#v#03
v,pull%2:35:00::,pull.v.01,pull.v.04,pull%2:35:04::,pull#v#01,pull#v#04,01435411-v,01595573-v,,cause to move by pulling,,apply force so as to cause motion towards the source of the motion,not-merged,pull#v#01-pull#v#04
v,pull%2:35:00::,pull.v.01,pull.v.18,pull%2:30:11::,pull#v#01,pull#v#17,01435411-v,00566183-v,,cause to move by pulling,,take away,not-merged,pull#v#01-pull#v#17
v,pull%2:35:00::,pull.v.01,pull.v.09,pull%2:38:13::,pull#v#01,pull#v#09,01435411-v,02084260-v,,cause to move by pulling,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",not-merged,pull#v#01-pull#v#09
v,pull%2:35:00::,pull.v.01,pull.v.07,pull%2:38:00::,pull#v#01,pull#v#07,01435411-v,02039018-v,,cause to move by pulling,,steer into a certain direction,not-merged,pull#v#01-pull#v#07
v,pull%2:38:01::,pull.v.03,pull.v.04,pull%2:35:04::,pull#v#03,pull#v#04,02039180-v,01595573-v,,move into a certain direction,,apply force so as to cause motion towards the source of the motion,not-merged,pull#v#03-pull#v#04
v,pull%2:38:01::,pull.v.03,pull.v.18,pull%2:30:11::,pull#v#03,pull#v#17,02039180-v,00566183-v,,move into a certain direction,,take away,not-merged,pull#v#03-pull#v#17
v,pull%2:38:01::,pull.v.03,pull.v.09,pull%2:38:13::,pull#v#03,pull#v#09,02039180-v,02084260-v,,move into a certain direction,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",not-merged,pull#v#03-pull#v#09
v,pull%2:38:01::,pull.v.03,pull.v.07,pull%2:38:00::,pull#v#03,pull#v#07,02039180-v,02039018-v,,move into a certain direction,,steer into a certain direction,not-merged,pull#v#03-pull#v#07
v,pull%2:35:04::,pull.v.04,pull.v.18,pull%2:30:11::,pull#v#04,pull#v#17,01595573-v,00566183-v,,apply force so as to cause motion towards the source of the motion,,take away,not-merged,pull#v#04-pull#v#17
v,pull%2:35:04::,pull.v.04,pull.v.09,pull%2:38:13::,pull#v#04,pull#v#09,01595573-v,02084260-v,,apply force so as to cause motion towards the source of the motion,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",not-merged,pull#v#04-pull#v#09
v,pull%2:35:04::,pull.v.04,pull.v.07,pull%2:38:00::,pull#v#04,pull#v#07,01595573-v,02039018-v,,apply force so as to cause motion towards the source of the motion,,steer into a certain direction,not-merged,pull#v#04-pull#v#07
v,pull%2:30:11::,pull.v.18,pull.v.09,pull%2:38:13::,pull#v#17,pull#v#09,00566183-v,02084260-v,,take away,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",not-merged,pull#v#17-pull#v#09
v,pull%2:30:11::,pull.v.18,pull.v.07,pull%2:38:00::,pull#v#17,pull#v#07,00566183-v,02039018-v,,take away,,steer into a certain direction,not-merged,pull#v#17-pull#v#07
v,pull%2:38:13::,pull.v.09,pull.v.07,pull%2:38:00::,pull#v#09,pull#v#07,02084260-v,02039018-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,steer into a certain direction,not-merged,pull#v#09-pull#v#07
v,serve%2:34:00::,serve.v.06,serve.v.07,serve%2:41:02::,serve#v#06,serve#v#07,01169112-v,02568528-v,,provide (usually but not necessarily food),,"devote (part of) one's life or efforts to, as of countries, institutions, or ideas",not-merged,serve#v#06-serve#v#07
v,serve%2:34:00::,serve.v.06,serve.v.13,serve%2:41:13::,serve#v#06,serve#v#13,01169112-v,02387981-v,,provide (usually but not necessarily food),,do military service,not-merged,serve#v#06-serve#v#13
v,serve%2:34:00::,serve.v.06,serve.v.08,serve%2:42:02::,serve#v#06,serve#v#08,01169112-v,02644870-v,,provide (usually but not necessarily food),,"promote, benefit, or be useful or beneficial to",not-merged,serve#v#06-serve#v#08
v,serve%2:34:00::,serve.v.06,serve.v.09,serve%2:42:00::,serve#v#06,serve#v#09,01169112-v,02685198-v,,provide (usually but not necessarily food),,spend time in prison or in a labor camp,not-merged,serve#v#06-serve#v#09
v,serve%2:34:00::,serve.v.06,serve.v.10,serve%2:41:01::,serve#v#06,serve#v#10,01169112-v,02516434-v,,provide (usually but not necessarily food),,work for or be a servant to,not-merged,serve#v#06-serve#v#10
v,serve%2:34:00::,serve.v.06,serve.v.01,serve%2:42:03::,serve#v#06,serve#v#01,01169112-v,02645182-v,,provide (usually but not necessarily food),,"serve a purpose, role, or function",not-merged,serve#v#06-serve#v#01
v,serve%2:34:00::,serve.v.06,serve.v.02,serve%2:33:00::,serve#v#06,serve#v#02,01169112-v,01084504-v,,provide (usually but not necessarily food),,do duty or hold offices; serve in a specific function,not-merged,serve#v#06-serve#v#02
v,serve%2:34:00::,serve.v.06,serve.v.03,serve%2:42:01::,serve#v#06,serve#v#03,01169112-v,02644690-v,,provide (usually but not necessarily food),,contribute or conduce to,not-merged,serve#v#06-serve#v#03
v,serve%2:41:02::,serve.v.07,serve.v.13,serve%2:41:13::,serve#v#07,serve#v#13,02568528-v,02387981-v,,"devote (part of) one's life or efforts to, as of countries, institutions, or ideas",,do military service,not-merged,serve#v#07-serve#v#13
v,serve%2:41:02::,serve.v.07,serve.v.08,serve%2:42:02::,serve#v#07,serve#v#08,02568528-v,02644870-v,,"devote (part of) one's life or efforts to, as of countries, institutions, or ideas",,"promote, benefit, or be useful or beneficial to",not-merged,serve#v#07-serve#v#08
v,serve%2:41:02::,serve.v.07,serve.v.09,serve%2:42:00::,serve#v#07,serve#v#09,02568528-v,02685198-v,,"devote (part of) one's life or efforts to, as of countries, institutions, or ideas",,spend time in prison or in a labor camp,not-merged,serve#v#07-serve#v#09
v,serve%2:41:02::,serve.v.07,serve.v.10,serve%2:41:01::,serve#v#07,serve#v#10,02568528-v,02516434-v,,"devote (part of) one's life or efforts to, as of countries, institutions, or ideas",,work for or be a servant to,not-merged,serve#v#07-serve#v#10
